,title,synopsis,genre,adult
78,Kyou kara Maou 3rd Series,end season defeats since defeated could longer shin however fought defeated powers surpassed resulting able rely power return shin ceremony age slowly begins discover much happened away ten officials noble family decided make wolfram next returned taken back role complications arise one noble disagrees returning throne addition ancient secret society threatens peace humans risen fight throne leaves nobles wondering legitimate,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",0
79,Kokoro Connect,five students academy realize clubs fit band together form student cultural society short club consists hardcore wrestling fan indecisive optimist calm computer genius petite karate practitioner class clown one day experience strange incident without warning switch bodies short period time supernatural phenomenon continues occur randomly five friends begin realize fun games forced become closer ever soon discover hidden secrets emotional scars could end tearing friendship apart,"['Slice', 'of', 'Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'School']",1
80,Jungle wa Itsumo Hare nochi Guu Deluxe,events city hare family come back jungle never calm hare first must deal unstable substitute teacher big news pregnant answer change family forever poor hare deal father addition drunk mother soon sibling,"['Comedy', 'Slice', 'of', 'Life']",1
81,Hybrid Child,skilled craftsman created artificial humans called hybrid child creatures neither machines dolls rather reflection love shown feel human emotions consciousness real humans require love grow young heir noble family frowned upon brings abandoned hybrid child found garbage household family even attempts throw away name hybrid child multiple times paying attention overcoming obstacles love bond connecting grow stronger however ten years pass horrifying realization dawns hybrid child might endless life span hybrid child collection three short love stories depicting relationship artificial humans owners,"['Drama', 'Historical', 'Romance', 'Sci', 'Fi', 'Shounen', 'Ai']",1
82,Hakuouki Movie 2 Shikon Soukyuu,second part two movies,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",0
83,Haikyuu Movie 1 Owari to Hajimari,first recap movie,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",0
84,Gungrave,heat harry two friends close could called brothers receive abrupt violent reminder one fateful day appallingly merciless world around whole lives simple easygoing consisting largely local brawls seducing women committing petty theft make living pass time failed realize cruel world happiness fleeting change inevitable enter largest infamous mafia syndicate area accepts harry ranks starts bottom food chain harry ambitions ascend ranks one day replace big daddy supreme leader wishes support friend appease big daddy taken custody woman loves based third-person shooter video game name epic story friendship betrayal avarice spans course several years ultimately tying back gripping foreboding first episode building story thrilling conclusion,"['Action', 'Drama', 'Sci', 'Fi', 'Seinen', 'Super', 'Power']",1
85,Goku Sayonara Zetsubou Sensei,sayonara ova,"['Comedy', 'Parody', 'School', 'Shounen']",0
86,Ginga Eiyuu Densetsu Gaiden 1999 ,second two ova adaptations side stories novel series second adaptation follows achievements yang wen-li free planets alliance fateful battle continues tales galactic empire spiral labyrinth yang propelled spotlight famous evacuation civilians following unofficial double promotion flurry media attention chronicles research year mafia close-knit group alliance military officers centered around famed tactician investigates startling claim deceased widow may enormous political ramifications great war hero killed action murdered mutineer posted destroyer docked fortress gaining respect crew leadership tested captain severely wounded passes command authority next-highest ranking officer deck duelist working imperial capital learns mining rights dispute involving friend sister upon hearing count intends settle matter duel volunteers represent family retriever falling favor nobility count trying escape free planets alliance stolen particle generator prototype tasked retrieving prototype defector assigned cruiser due confidential nature mission third battle commemorate 30th year reign kaiser empire announces large-scale military campaign free planets alliance ensuing clash imperial expeditionary force three alliance fleets timely intervention shapes tides war,"['Drama', 'Military', 'Sci', 'Fi', 'Space']",1
87,Douluo Dalu,tang one tang sect martial art clan prestigious disciples peerless use hidden weapons high expectations sect elders believe future bright yet tang chooses forsake life cost obtaining sect forbidden lore action punishable death tang content ascension knowledge sees reason keep living jumps hell peak little know would end existence continent strong prevail weak perish person possesses innate spirit cultivated strengthened bestowing user various benefits born spirits become spirit masters profession regarded one continent noble tang reincarnated strange world knows life blacksmith son age six takes part spirit master ceremony discovers spirit blue silver grass supposedly world useless spirit contrast however possesses strong spirit power aided memories previous life well tang future spirit master way bleak,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial', 'Arts', 'Romance']",0
88,Code Geass Hangyaku no Lelouch R2 Special Edition - Zero Requiem,ova summarizing episodes season,"['Action', 'Military', 'Super', 'Power', 'Mecha']",0
